q4,q5a,q5c,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,China,1.9143,5.0,3.0,3.0,
Satisfied,Somewhat favorable,Very favorable,China,1.9143,2.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,China,1.9143,5.0,2.0,3.0,
Don't know (DO NOT READ),Somewhat favorable,Somewhat favorable,China,1.9143,,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.9143,2.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,1.9143,5.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.9143,2.0,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,China,1.9143,5.0,3.0,3.0,
Dissatisfied,Very unfavorable,Somewhat favorable,China,0.86922,5.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.86922,5.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Satisfied,Don't know (DO NOT READ),Very favorable,China,0.86922,2.0,,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.86922,5.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Very unfavorable,Very favorable,China,0.86922,2.0,4.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,China,0.86922,5.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.86922,5.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Dissatisfied,Very unfavorable,Somewhat favorable,China,0.86922,5.0,4.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,China,0.86922,5.0,3.0,3.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Refused (DO NOT READ),China,0.86922,2.0,2.0,,
Dissatisfied,Somewhat favorable,Very favorable,China,0.86922,5.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Very unfavorable,Very favorable,China,0.86922,2.0,4.0,1.0,
Don't know (DO NOT READ),Very favorable,Very favorable,China,0.86922,,1.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Very favorable,Very favorable,China,0.86922,2.0,1.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,0.86922,2.0,2.0,3.0,
Satisfied,Very favorable,Somewhat favorable,China,0.86922,2.0,1.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Don't know (DO NOT READ),Somewhat favorable,Very favorable,China,0.86922,,2.0,1.0,
Don't know (DO NOT READ),Somewhat favorable,Very favorable,China,0.86922,,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.86922,5.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Refused (DO NOT READ),Somewhat unfavorable,Somewhat favorable,China,0.86922,,3.0,2.0,
Don't know (DO NOT READ),Somewhat unfavorable,Very favorable,China,0.86922,,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Very favorable,Very favorable,China,0.86922,2.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,China,0.86922,5.0,2.0,1.0,
Don't know (DO NOT READ),Somewhat unfavorable,Very favorable,China,0.86922,,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.86922,5.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,China,0.86922,5.0,2.0,1.0,
Dissatisfied,Don't know (DO NOT READ),Somewhat unfavorable,China,0.86922,5.0,,3.0,
Don't know (DO NOT READ),Somewhat favorable,Somewhat unfavorable,China,0.86922,,2.0,3.0,
Dissatisfied,Very unfavorable,Very favorable,China,0.86922,5.0,4.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Dissatisfied,Very unfavorable,Very favorable,China,0.86922,5.0,4.0,1.0,
Don't know (DO NOT READ),Somewhat unfavorable,Somewhat favorable,China,0.86922,,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.86922,5.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Satisfied,Don't know (DO NOT READ),Somewhat favorable,China,0.86922,2.0,,2.0,
Satisfied,Don't know (DO NOT READ),Somewhat unfavorable,China,0.86922,2.0,,3.0,
Dissatisfied,Very unfavorable,Somewhat favorable,China,0.86922,5.0,4.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,China,0.86922,5.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Very unfavorable,Somewhat favorable,China,0.86922,2.0,4.0,2.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,China,0.86922,5.0,4.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Satisfied,Very unfavorable,Somewhat unfavorable,China,0.86922,2.0,4.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.86922,5.0,2.0,2.0,
Satisfied,Very unfavorable,Somewhat favorable,China,0.86922,2.0,4.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.86922,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Satisfied,Very unfavorable,Very favorable,China,0.86922,2.0,4.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.86922,5.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Satisfied,Very unfavorable,Very favorable,China,0.86922,2.0,4.0,1.0,
Satisfied,Very unfavorable,Somewhat unfavorable,China,0.86922,2.0,4.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,China,0.86922,5.0,3.0,3.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Don't know (DO NOT READ),Somewhat favorable,China,0.86922,2.0,,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Very favorable,Somewhat unfavorable,China,0.86922,2.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.86922,5.0,2.0,2.0,
Satisfied,Very favorable,Very favorable,China,0.86922,2.0,1.0,1.0,
Satisfied,Very favorable,Very favorable,China,0.86922,2.0,1.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,0.86922,2.0,2.0,3.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Very unfavorable,Very favorable,China,0.86922,2.0,4.0,1.0,
Don't know (DO NOT READ),Somewhat favorable,Somewhat unfavorable,China,0.86922,,2.0,3.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Very unfavorable,Very favorable,China,0.86922,2.0,4.0,1.0,
Satisfied,Very unfavorable,Somewhat favorable,China,0.86922,2.0,4.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,China,0.86922,5.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Don't know (DO NOT READ),Somewhat unfavorable,China,0.86922,2.0,,3.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Dissatisfied,Very unfavorable,Somewhat favorable,China,0.86922,5.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,China,0.86922,5.0,2.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,China,0.86922,5.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,0.86922,2.0,2.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Very unfavorable,Very favorable,China,0.86922,2.0,4.0,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.86922,5.0,3.0,1.0,
Don't know (DO NOT READ),Somewhat unfavorable,Somewhat favorable,China,0.86922,,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Very unfavorable,China,0.86922,5.0,3.0,4.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,China,0.86922,2.0,3.0,3.0,
Satisfied,Don't know (DO NOT READ),Somewhat favorable,China,0.86922,2.0,,2.0,
Satisfied,Very unfavorable,Very favorable,China,0.86922,2.0,4.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Don't know (DO NOT READ),Very unfavorable,Somewhat favorable,China,0.86922,,4.0,2.0,
Don't know (DO NOT READ),Somewhat favorable,Very favorable,China,0.86922,,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Don't know (DO NOT READ),Somewhat unfavorable,Somewhat favorable,China,0.86922,,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,China,0.86922,5.0,2.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.86922,5.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,China,0.86922,5.0,2.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.86922,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Dissatisfied,Very favorable,Very favorable,China,0.86922,5.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,China,0.86922,5.0,2.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Satisfied,Very favorable,Somewhat unfavorable,China,0.86922,2.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,China,0.86922,5.0,2.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,5.0,3.0,2.0,
Satisfied,Very unfavorable,Very favorable,China,0.86922,2.0,4.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Don't know (DO NOT READ),Somewhat favorable,Very favorable,China,0.86922,,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,0.86922,2.0,2.0,3.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.86922,5.0,3.0,1.0,
Satisfied,Very unfavorable,Somewhat favorable,China,0.86922,2.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,China,0.86922,5.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Very unfavorable,Somewhat favorable,China,0.86922,2.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Don't know (DO NOT READ),Somewhat unfavorable,Somewhat favorable,China,0.86922,,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.86922,2.0,2.0,1.0,
Satisfied,Very unfavorable,Very favorable,China,0.86922,2.0,4.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,China,0.86922,5.0,4.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.86922,5.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.86922,5.0,3.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,0.86922,2.0,1.0,2.0,
Refused (DO NOT READ),Somewhat unfavorable,Somewhat unfavorable,China,0.86922,,3.0,3.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.86922,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.86922,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.86922,2.0,3.0,2.0,
Dissatisfied,Very favorable,Very favorable,China,0.86922,5.0,1.0,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.90352,5.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.90352,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.90352,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,0.90352,2.0,2.0,3.0,
Satisfied,Somewhat favorable,Very favorable,China,0.90352,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,0.90352,2.0,2.0,3.0,
Satisfied,Somewhat favorable,Very favorable,China,0.90352,2.0,2.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.90352,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Don't know (DO NOT READ),China,0.90352,5.0,3.0,,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.90352,2.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,China,0.90352,5.0,3.0,3.0,
Don't know (DO NOT READ),Somewhat favorable,Somewhat favorable,China,0.90352,,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.90352,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.90352,2.0,3.0,2.0,
Don't know (DO NOT READ),Don't know (DO NOT READ),Don't know (DO NOT READ),China,0.90352,,,,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,0.90352,2.0,2.0,3.0,
Don't know (DO NOT READ),Somewhat unfavorable,Somewhat favorable,China,0.90352,,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.90352,2.0,3.0,2.0,
Satisfied,Very favorable,Somewhat favorable,China,0.90352,2.0,1.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.90352,2.0,2.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.90352,5.0,3.0,2.0,
Dissatisfied,Very unfavorable,Very favorable,China,0.90352,5.0,4.0,1.0,
Satisfied,Very unfavorable,Very favorable,China,0.90352,2.0,4.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.90352,2.0,3.0,2.0,
Don't know (DO NOT READ),Somewhat favorable,Somewhat favorable,China,0.90352,,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.90352,2.0,2.0,2.0,
Don't know (DO NOT READ),Don't know (DO NOT READ),Very favorable,China,0.90352,,,1.0,
Don't know (DO NOT READ),Very favorable,Somewhat favorable,China,0.90352,,1.0,2.0,
Satisfied,Very favorable,Very favorable,China,0.90352,2.0,1.0,1.0,
Satisfied,Very favorable,Very favorable,China,0.90352,2.0,1.0,1.0,
Satisfied,Very favorable,Very favorable,China,0.90352,2.0,1.0,1.0,
Don't know (DO NOT READ),Very favorable,Somewhat favorable,China,0.90352,,1.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.90352,2.0,2.0,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.90352,5.0,3.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,China,0.90352,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.90352,5.0,2.0,2.0,
Satisfied,Very unfavorable,Very favorable,China,0.90352,2.0,4.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.90352,5.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.90352,2.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.90352,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.90352,5.0,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,China,0.90352,5.0,3.0,3.0,
Don't know (DO NOT READ),Somewhat favorable,Very favorable,China,0.90352,,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.90352,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.90352,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.90352,5.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.90352,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.90352,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.90352,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.90352,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.90352,2.0,2.0,2.0,
Satisfied,Very favorable,Very favorable,China,0.90352,2.0,1.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,0.90352,2.0,2.0,3.0,
Satisfied,Somewhat favorable,Very favorable,China,0.90352,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.90352,2.0,2.0,1.0,
